Unix Arrival Arrival	Unix Arrival Departure	Unix Arrival	City	Region	CC	Locale	Eggs Delivered	Carrots eaten	Latitude	Longitude	Population Num	Population Year	Elevation Meter	Arrival Stoppage Time	Timezone	Wikipedia attr	Country
1703475732.0	1703475672.0	1703475720	REGION >>	Kraków, Poland					49.87052657238622	19.932600000000004				12.0			
1703475828.0	1703475738.0	1703475810	REGION >>	Vienna, Austria					48.01125366135325	16.368799				18.0			
1703475918.0	1703475828.0	1703475900	REGION >>	Freising, Germany					48.21175161982838	11.741185				18.0			
1703475972.0	1703475912.0	1703475960	REGION >>	Prague, Czech Republic					49.88957256458182	14.43323				12.0			
1703476032.0	1703475972.0	1703476020	REGION >>	Bratislava, Slovakia					47.957172889394144	17.106699999999996				12.0			
1703476164.0	1703476044.0	1703476140	REGION >>	Warsaw, Poland					52.048880716782584	21.009390000000003				24.0			
1703476212.0	1703476152.0	1703476200	REGION >>	Gdansk, Poland					54.17067118036393	18.65111999999999				12.0			
1703476344.0	1703476224.0	1703476320	REGION >>	Stockholm, Sweden					59.163168168952	18.06284				24.0			
1703476536.0	1703476356.0	1703476500	REGION >>	Berlin, Germany					52.330075546624286	13.376987				36.0			
1703476608.0	1703476518.0	1703476590	REGION >>	Copenhagen, Denmark					55.496876845881545	12.569354999999998				18.0			
1703477058.0	1703476668.0	1703476980	REGION >>	Alta, Norway					69.84303423968197	23.268476				78.0			
1703477196.0	1703477016.0	1703477160	REGION >>	Trondheim, Norway					63.27545270298625	10.393332999999998				36.0			
1703477268.0	1703477178.0	1703477250	REGION >>	Bergen, Norway					60.22510834687946	5.33275				18.0			
1703477466.0	1703477286.0	1703477430	REGION >>	Wolfsburg, Germany					52.236899220427084	10.787222000000003				36.0			
1703477610.0	1703477460.0	1703477580	REGION >>	Zurich, Switzerland					47.18526005002031	8.539550000000004				30.0			
1703477652.0	1703477592.0	1703477640	REGION >>	Kaiserslautern, Germany					49.25452022578314	7.768889000000001				12.0			
1703477748.0	1703477658.0	1703477730	REGION >>	Munich, Germany					47.942006313003155	11.566667000000002				18.0			
1703477820.0	1703477745.0	1703477805	REGION >>	Basel, Switzerland					47.36301550532426	7.590556000000003				15.0			
1703477913.0	1703477823.0	1703477895	REGION >>	Hallstatt, Austria					47.37030483869574	13.648999999999997				18.0			
1703478003.0	1703477913.0	1703477985	REGION >>	Brescia, Italy					45.34927132532703	10.216667000000001				18.0			
1703478039.0	1703477994.0	1703478030	REGION >>	Vaduz, Liechtenstein					46.95341804215505	9.518865999999997				9.0			
1703478210.0	1703478060.0	1703478180	REGION >>	Amsterdam, The Netherlands					52.18687564101428	4.89319				30.0			
1703478252.0	1703478192.0	1703478240	REGION >>	Vleteren, Belgium					50.741246527397585	2.732755				12.0			
1703478294.0	1703478249.0	1703478285	REGION >>	Roermond, The Netherlands					51.0119318443048	5.983332999999999				9.0			
1703478321.0	1703478291.0	1703478315	REGION >>	Brussels, Belgium					50.65253759613674	4.356400000000002				6.0			
1703478387.0	1703478327.0	1703478375	REGION >>	Luxembourg, Luxembourg					49.41950047251793	6.12997				12.0			
1703478465.0	1703478390.0	1703478450	REGION >>	Paris, France					48.666164356917996	2.3412				15.0			
1703478558.0	1703478468.0	1703478540	REGION >>	Limoges, France					45.63644737411839	1.2619500000000001				18.0			
1703478666.0	1703478561.0	1703478645	REGION >>	Metz, France					48.92975639998998	6.177778000000001				21.0			
1703478735.0	1703478660.0	1703478720	REGION >>	Geneva, Switzerland					46.01609152068107	6.142701				15.0			
1703478810.0	1703478735.0	1703478795	REGION >>	Monaco					43.54672323451999	7.425483000000001				15.0			
1703478867.0	1703478807.0	1703478855	REGION >>	Marseille, France					43.101663480808845	5.372474999999999				12.0			
1703478981.0	1703478876.0	1703478960	REGION >>	Andorra la Vella, Andorra					42.31579612190021	1.5225				21.0			
1703479068.0	1703478978.0	1703479050	REGION >>	Bilbao, Spain					43.07661891999287	-2.946119000000001				18.0			
1703479194.0	1703479074.0	1703479170	REGION >>	Barcelona, Spain					41.194778322807494	2.168745				24.0			
1703479350.0	1703479200.0	1703479320	REGION >>	Madrid, Spain					40.23045285450437	-3.705774				30.0			
1703479500.0	1703479350.0	1703479470	REGION >>	Palma, Majorca					39.38262260371087	2.646939999999999				30.0			
1703479722.0	1703479512.0	1703479680	REGION >>	Tangier, Morocco					35.58434786325432	-5.8				42.0			
1703479752.0	1703479692.0	1703479740	REGION >>	Córdoba, Spain					37.691591293768	-4.778403				12.0			
1703480028.0	1703479788.0	1703479980	REGION >>	Tunis, Tunisia					36.61425675292506	10.17263				48.0			
1703480268.0	1703480028.0	1703480220	REGION >>	Ain Salah, Algeria					27.039354014290417	2.479991667				48.0			
1703480508.0	1703480268.0	1703480460	REGION >>	Diré, Mali					16.163850058057378	-3.3983166670000005				48.0			
1703480676.0	1703480496.0	1703480640	REGION >>	Kiffa, Mauritania					16.511897642414386	-11.403879999999997				36.0			
1703480784.0	1703480664.0	1703480760	REGION >>	Bamako, Mali					12.57095226109038	-7.986480000000001				24.0			
1703480904.0	1703480784.0	1703480880	REGION >>	Bobo-Dioulasso, Burkina Faso					11.105131198789628	-4.2917700000000005				24.0			
1703481060.0	1703480910.0	1703481030	REGION >>	Lomé, Togo					6.089730343775006	1.2274500000000002				30.0			
1703481228.0	1703481063.0	1703481195	REGION >>	São Tomé, São Tomé and Principe					0.33202244295520955	6.733940000000001				33.0			
1703481447.0	1703481237.0	1703481405	REGION >>	Kumasi, Ghana					6.642747292072564	-1.6219600000000003				42.0			
1703481495.0	1703481420.0	1703481480	REGION >>	Bouaké, Côte d'Ivoire					7.634819249301498	-5.025147222				15.0			
1703481624.0	1703481504.0	1703481600	REGION >>	Monrovia, Liberia					6.258926417590935	-10.797160000000002				24.0			
1703481708.0	1703481618.0	1703481690	REGION >>	Freetown, Sierra Leone					8.42992163906402	-13.23806				18.0			
1703481762.0	1703481702.0	1703481750	REGION >>	Labé, Guinea					11.243189766624402	-12.289325				12.0			
1703481822.0	1703481762.0	1703481810	REGION >>	Bissau, Guinea-Bissau					11.789898831003624	-15.62816				12.0			
1703481846.0	1703481816.0	1703481840	REGION >>	Banjul, The Gambia					13.369572914073183	-16.58128900000001				6.0			
1703481876.0	1703481846.0	1703481870	REGION >>	Touba, Senegal					14.764603834798452	-15.878719999999996				6.0			
1703481942.0	1703481882.0	1703481930	REGION >>	Nouakchott, Mauritania					17.97080865437557	-15.978420000000003				12.0			
1703482074.0	1703481954.0	1703482050	REGION >>	Dakhla, Western Sahara					23.557686808836962	-15.93285833				24.0			
1703482194.0	1703482074.0	1703482170	REGION >>	Smara, Western Sahara					26.579526532236528	-11.677980000000002				24.0			
1703482278.0	1703482188.0	1703482260	REGION >>	Agadir, Morocco					30.264038874573	-9.599206000000002				18.0			
1703482368.0	1703482278.0	1703482350	REGION >>	Casablanca, Morocco					33.42821095250831	-7.631939999999998				18.0			
1703482494.0	1703482374.0	1703482470	REGION >>	Lisbon, Portugal					38.53804880507109	-9.15021				24.0			
1703482542.0	1703482482.0	1703482530	REGION >>	Porto, Portugal					40.958852930243545	-8.610314				12.0			
1703482818.0	1703482578.0	1703482770	REGION >>	Southampton, England					50.71151512455699	-1.4				48.0			
1703482842.0	1703482782.0	1703482830	REGION >>	London, England					51.31870304337214	-0.12714400000000003				12.0			
1703482938.0	1703482848.0	1703482920	REGION >>	Cardiff, Wales					51.2956767464848	-3.183333				18.0			
1703483064.0	1703482944.0	1703483040	REGION >>	Durham, England					54.59457154820762	-1.5732999999999997				24.0			
1703483112.0	1703483052.0	1703483100	REGION >>	Carlisle, England					54.70972863731284	-2.944				12.0			
1703483172.0	1703483112.0	1703483160	REGION >>	Edinburgh, Scotland					55.77540608935975	-3.2027740000000002				12.0			
1703483304.0	1703483184.0	1703483280	REGION >>	Belfast, Northern Ireland					54.4180807407811	-5.916700000000001				24.0			
1703483352.0	1703483292.0	1703483340	REGION >>	Dublin, Ireland					53.16358257989577	-6.248274				12.0			
1703483448.0	1703483358.0	1703483430	REGION >>	Cork, Ireland					51.7113220830343	-8.472774000000001				18.0			
1703483718.0	1703483478.0	1703483670	REGION >>	Tórshavn, Faroe Islands					61.86123501160365	-6.769549999999999				48.0			
1703483886.0	1703483706.0	1703483850	REGION >>	Reykjavík, Iceland					63.98600854670423	-21.902479				36.0			
1703484426.0	1703483946.0	1703484330	REGION >>	Ponta Delgada, São Miguel, The Azores					37.55350176923166	-25.668570000000006				96.0			
1703484762.0	1703484402.0	1703484690	REGION >>	Mindelo, Cape Verde					16.77262094707506	-24.99061				72.0			
1703485194.0	1703484774.0	1703485110	REGION >>	Natal, Brazil					-5.756332341699119	-35.21118400000001				84.0			
1703485290.0	1703485140.0	1703485260	REGION >>	Salvador, Brazil					-12.899301284111392	-38.51670000000001				30.0			
1703486088.0	1703485398.0	1703485950	REGION >>	King Edward Point, South Georgia and the South Sandwich Islands					-54.10090576019279	-36.49381944				138.0			
1703486310.0	1703486010.0	1703486250	REGION >>	Palmer Station, Antarctica					-64.62547744081213	-64.053055				60.0			
1703486538.0	1703486298.0	1703486490	REGION >>	Stanley, Falkland Islands					-51.507909802101274	-57.85156110999999				48.0			
1703486706.0	1703486526.0	1703486670	REGION >>	Punta Arenas, Chile					-52.96629848293665	-70.897459				36.0			
1703486742.0	1703486682.0	1703486730	REGION >>	Río Gallegos, Argentina					-51.443465311857956	-69.228073				12.0			
1703486946.0	1703486766.0	1703486910	REGION >>	Comodoro Rivadavia, Argentina					-45.667249041425144	-67.475429				36.0			
1703487126.0	1703486946.0	1703487090	REGION >>	San Carlos de Bariloche, Argentina					-40.95942440583731	-71.3				36.0			
1703487342.0	1703487132.0	1703487300	REGION >>	Santiago, Chile					-33.260556513884	-70.650564				42.0			
1703487588.0	1703487348.0	1703487540	REGION >>	Montevideo, Uruguay					-34.70056844541329	-56.16544				48.0			
1703487756.0	1703487576.0	1703487720	REGION >>	Asunción, Paraguay					-25.156695889464523	-57.621948				36.0			
1703487936.0	1703487756.0	1703487900	REGION >>	São Paulo, Brazil					-23.35960706496052	-46.6167				36.0			
1703487972.0	1703487912.0	1703487960	REGION >>	Rio de Janeiro, Brazil					-22.770633038525506	-43.243599999999994				12.0			
1703488176.0	1703487996.0	1703488140	REGION >>	Brasília, Brazil					-15.678060286488282	-47.928661000000005				36.0			
1703488644.0	1703488224.0	1703488560	REGION >>	Cayenne, French Guiana					4.901737273362418	-52.33033399999999				84.0			
1703488632.0	1703488572.0	1703488620	REGION >>	Paramaribo, Suriname					5.7853068922583875	-55.17385099999999				12.0			
1703488908.0	1703488668.0	1703488860	REGION >>	Manaus, Brazil					-3.1030245327465558	-60.020649000000006				48.0			
1703489148.0	1703488908.0	1703489100	REGION >>	Georgetown, Guyana					6.7594800532622346	-58.154831				48.0			
1703489244.0	1703489124.0	1703489220	REGION >>	San Fernando, Trinidad and Tobago					10.215506295164177	-61.45859099999999				24.0			
1703489274.0	1703489229.0	1703489265	REGION >>	St. George's, Grenada					11.974317959961189	-61.75167778				9.0			
1703489301.0	1703489271.0	1703489295	REGION >>	Kingstown, Saint Vincent and the Grenadines					13.071439568275617	-61.227668999999985				6.0			
1703489349.0	1703489304.0	1703489340	REGION >>	Bridgetown, Barbados					13.007435990690352	-59.611938				9.0			
1703489394.0	1703489349.0	1703489385	REGION >>	Castries, Saint Lucia					13.921640395548389	-60.989689				9.0			
1703489421.0	1703489391.0	1703489415	REGION >>	Saint-Pierre, Martinique					14.649306861006755	-61.17497778				6.0			
1703489451.0	1703489421.0	1703489445	REGION >>	Roseau, Dominica					15.204318523492912	-61.38607				6.0			
1703489499.0	1703489454.0	1703489490	REGION >>	Port-Louis, Guadeloupe					16.313705229878963	-61.52845556				9.0			
1703489526.0	1703489496.0	1703489520	REGION >>	St. John's, Antigua and Barbuda					17.007833234293734	-61.840431				6.0			
1703489574.0	1703489529.0	1703489565	REGION >>	Basseterre, Saint Kitts and Nevis					17.187761099649144	-62.72193900000001				9.0			
1703489619.0	1703489574.0	1703489610	REGION >>	Philipsburg, Sint Maarten					17.913050913030943	-63.044411				9.0			
1703490474.0	1703489754.0	1703490330	REGION >>	Ikeq Island, Greenland					59.75908334594562	-44.25836944000001				144.0			
1703490474.0	1703490354.0	1703490450	REGION >>	Tasiilaq, Greenland					65.46856898833764	-37.631111				24.0			
1703490666.0	1703490486.0	1703490630	REGION >>	STSS satellite tracking over Greenland					70.63594254992468	-50.50599999999999				36.0			
1703490918.0	1703490678.0	1703490870	REGION >>	Alert, Nunavut, Canada					82.43322568176569	-62.25				48.0			
1703491230.0	1703490930.0	1703491170	REGION >>	Clyde River, Canada					70.35234003966411	-68.586111				60.0			
1703491386.0	1703491206.0	1703491350	REGION >>	Nuuk, Greenland					64.02378027829224	-51.73888900000001				36.0			
1703491854.0	1703491434.0	1703491770	REGION >>	Air Escort to St. John's, Newfoundland and Labrador, Canada					47.36952953334768	-52.711788				84.0			
1703491878.0	1703491788.0	1703491860	REGION >>	Deer Lake, Newfoundland and Labrador, Canada					48.98072108644641	-57.43119800000001				18.0			
1703492004.0	1703491884.0	1703491980	REGION >>	Happy Valley-Goose Bay, Newfoundland and Labrador, Canada					53.12106678712674	-60.38503300000001				24.0			
1703492196.0	1703492016.0	1703492160	REGION >>	Halifax, Nova Scotia, Canada					44.45375953626678	-63.573919000000004				36.0			
1703492214.0	1703492169.0	1703492205	REGION >>	Charlottetown, Prince Edward Island, Canada					46.04661744801691	-63.12916700000001				9.0			
1703492241.0	1703492211.0	1703492235	REGION >>	Moncton, New Brunswick, Canada					45.94047999632305	-64.771389				6.0			
1703492379.0	1703492259.0	1703492355	REGION >>	Cape Cod tracking over Atlantic					40.56677674434113	-65.601				24.0			
1703492571.0	1703492391.0	1703492535	REGION >>	Hamilton, Bermuda					32.11944657911319	-64.782				36.0			
1703492895.0	1703492595.0	1703492835	REGION >>	San Juan, Puerto Rico					18.35085687640841	-66.10665399999999				60.0			
1703493015.0	1703492865.0	1703492985	REGION >>	Oranjestad, Aruba					12.455998582212116	-70.03270000000002				30.0			
1703493021.0	1703492991.0	1703493015	REGION >>	Willemstad, Curaçao					12.033357867502753	-68.93602				6.0			
1703493087.0	1703493027.0	1703493075	REGION >>	Caracas, Venezuela					10.427341286678157	-66.898277				12.0			
1703493435.0	1703493135.0	1703493375	REGION >>	Amazon Rainforest, Brazil					-5.282022449516236	-65.52254444				60.0			
1703493663.0	1703493423.0	1703493615	REGION >>	Santa Cruz de la Sierra, Bolivia					-17.678722380890488	-63.18450899999999				48.0			
1703493759.0	1703493639.0	1703493735	REGION >>	La Paz, Bolivia					-16.39514128529216	-68.14216111				24.0			
1703493879.0	1703493759.0	1703493855	REGION >>	Cusco, Peru					-13.434789277253072	-71.97238611				24.0			
1703494215.0	1703493915.0	1703494155	REGION >>	Quito, Ecuador					-0.21549830774632325	-78.51669167				60.0			
1703494335.0	1703494185.0	1703494305	REGION >>	Bogotá, Colombia					4.6253463910323305	-74.11779				30.0			
1703494665.0	1703494365.0	1703494605	REGION >>	Kingston, Jamaica					17.878351355890075	-76.8036				60.0			
1703494713.0	1703494623.0	1703494695	REGION >>	Port-au-Prince, Haiti					18.427256292285882	-72.343102				18.0			
1703494767.0	1703494707.0	1703494755	REGION >>	Santo Domingo, Dominican Republic					18.36988526746035	-69.910004				12.0			
1703494935.0	1703494785.0	1703494905	REGION >>	Santiago de Cuba, Cuba					19.896361161669514	-75.813917				30.0			
1703495121.0	1703494941.0	1703495085	REGION >>	Havana, Cuba					22.97816019974547	-82.388588				36.0			
1703495229.0	1703495109.0	1703495205	REGION >>	Nassau, The Bahamas					24.91984288878157	-77.34024				24.0			
1703495295.0	1703495220.0	1703495280	REGION >>	Fort Lauderdale, Florida, United States					25.981463037457484	-80.15				15.0			
1703495352.0	1703495292.0	1703495340	REGION >>	Key West, Florida, United States					24.414553837332907	-81.783611				12.0			
1703495484.0	1703495364.0	1703495460	REGION >>	Orlando, Florida, United States					28.378768364948737	-81.38				24.0			
1703495568.0	1703495478.0	1703495550	REGION >>	Savannah, Georgia, United States					31.908176309605384	-81.091111				18.0			
1703495658.0	1703495568.0	1703495640	REGION >>	Columbus, Georgia, United States					32.318098508425784	-84.940278				18.0			
1703495712.0	1703495652.0	1703495700	REGION >>	Marietta, Georgia, United States					33.77527236233255	-84.540556				12.0			
1703495808.0	1703495718.0	1703495790	REGION >>	Easley, South Carolina, United States					34.643142184964056	-82.590278				18.0			
1703495970.0	1703495820.0	1703495940	REGION >>	Myrtle Beach, South Carolina, United States					33.56654176273784	-78.869475				30.0			
1703496048.0	1703495958.0	1703496030	REGION >>	Holly Ridge, North Caolina, United States					34.31253618473435	-77.553056				18.0			
1703496174.0	1703496054.0	1703496150	REGION >>	Moyock, North Carolina, United States					36.340837202100964	-76.178056				24.0			
1703496186.0	1703496156.0	1703496180	REGION >>	Norfolk, Virginia, United States					36.662433845552414	-76.285278				6.0			
1703496288.0	1703496198.0	1703496270	REGION >>	Richmond, Virginia, United States					37.3550560849703	-77.436667				18.0			
1703496450.0	1703496300.0	1703496420	REGION >>	Milton, Delaware, United States					38.58984487354689	-75.309914				30.0			
1703496546.0	1703496441.0	1703496525	REGION >>	Washington, D.C., United States					38.7024388990787	-77.031959				21.0			
1703496597.0	1703496537.0	1703496585	REGION >>	Annapolis, Maryland, United States					38.78500634486632	-76.501111				12.0			
1703496729.0	1703496609.0	1703496705	REGION >>	State College, Pennsylvania, United States					40.6031454734827	-77.860001				24.0			
1703496849.0	1703496729.0	1703496825	REGION >>	Philadelphia, Pennsylvania, United States					39.762946676627834	-75.16245400000001				24.0			
1703496897.0	1703496837.0	1703496885	REGION >>	Atlantic City, New Jersey, United States					39.17422097429202	-74.426521				12.0			
1703497029.0	1703496909.0	1703497005	REGION >>	New York City, New York, United States					40.524369985138094	-74.007124				24.0			
1703497185.0	1703497035.0	1703497155	REGION >>	Newport, Rhode Island, United States					41.29909710514667	-71.31				30.0			
1703497227.0	1703497167.0	1703497215	REGION >>	Southampton, New York, United States					40.69391696761671	-72.38953000000001				12.0			
1703497395.0	1703497245.0	1703497365	REGION >>	Ipswich, Massachusetts, United States					42.487442568237455	-70.841156				30.0			
1703497473.0	1703497383.0	1703497455	REGION >>	Nantucket, Massachusetts, United States					41.09291775383783	-70.098679				18.0			
1703497581.0	1703497476.0	1703497560	REGION >>	Simsbury, Connecticut, United States					41.679350752389894	-72.825278				21.0			
1703497704.0	1703497584.0	1703497680	REGION >>	Greensboro, Vermont, United States					44.38373051431007	-72.296111				24.0			
1703497824.0	1703497704.0	1703497800	REGION >>	Portsmouth, New Hampshire, United States					42.879810149408065	-70.762553				24.0			
1703497908.0	1703497818.0	1703497890	REGION >>	Berlin, New Hampshire, United States					44.28051347368947	-71.176261				18.0			
1703497962.0	1703497902.0	1703497950	REGION >>	Brunswick, Maine, United States					43.71857295327316	-69.963056				12.0			
1703497986.0	1703497956.0	1703497980	REGION >>	Augusta, Maine, United States					44.125677743567984	-69.776207				6.0			
1703498268.0	1703498028.0	1703498220	REGION >>	Saguenay, Quebec, Canada					48.225536268022616	-71.066667				48.0			
1703498346.0	1703498241.0	1703498325	REGION >>	Quebec City, Quebec, Canada					46.62067021038775	-71.219359				21.0			
1703498469.0	1703498349.0	1703498445	REGION >>	Montreal, Quebec, Canada					45.319898580773135	-73.554431				24.0			
1703498661.0	1703498481.0	1703498625	REGION >>	Radisson, Quebec, Canada					53.60999863975626	-77.617778				36.0			
1703498841.0	1703498661.0	1703498805	REGION >>	Ottawa, Ontario, Canada					45.22936903612563	-75.69118400000002				36.0			
1703498949.0	1703498829.0	1703498925	REGION >>	Albany, New York, United States					42.4607752583785	-73.757222				24.0			
1703499069.0	1703498949.0	1703499045	REGION >>	Lakewood, New York, United States					41.91285897938391	-79.333104				24.0			
1703499117.0	1703499057.0	1703499105	REGION >>	Niagara Falls, Ontario, Canada					42.887955847114526	-79.07470000000002				12.0			
1703499159.0	1703499114.0	1703499150	REGION >>	Toronto, Ontario, Canada					43.45638278961659	-79.385324				9.0			
1703499294.0	1703499174.0	1703499270	REGION >>	Timmins, Ontario, Canada					48.275581769173016	-81.333333				24.0			
1703499450.0	1703499300.0	1703499420	REGION >>	Peawanuck, Ontario, Canada					54.835677266360435	-85.41666700000002				30.0			
1703499600.0	1703499450.0	1703499570	REGION >>	Thunder Bay, Ontario, Canada					48.2154643508886	-89.2467				30.0			
1703499714.0	1703499594.0	1703499690	REGION >>	Midland, Michigan, United States					43.42339310039995	-84.247222				24.0			
1703499762.0	1703499702.0	1703499750	REGION >>	Kalamazoo, Michigan, United States					42.10020985020452	-85.587229				12.0			
1703499894.0	1703499774.0	1703499870	REGION >>	Erie, Pennsylvania, United States					41.9380560873069	-80.085239				24.0			
1703500014.0	1703499894.0	1703499990	REGION >>	Cleveland, Ohio, United States					41.29133077971495	-81.669722				24.0			
1703500098.0	1703500008.0	1703500080	REGION >>	Columbus, Ohio, United States					39.77288341026936	-83.000556				18.0			
1703500188.0	1703500098.0	1703500170	REGION >>	Charleston, West Virginia, United States					38.16011324831341	-81.633333				18.0			
1703500278.0	1703500188.0	1703500260	REGION >>	Indianapolis, Indiana, United States					39.57780926248733	-86.14996399999998				18.0			
1703500404.0	1703500284.0	1703500380	REGION >>	Lexington, Kentucky, United States					37.84312522470116	-84.494722				24.0			
1703500524.0	1703500404.0	1703500500	REGION >>	Loretto, Tennessee, United States					34.897547279551866	-87.438889				24.0			
1703500572.0	1703500512.0	1703500560	REGION >>	Chattanooga, Tennessee, United States					34.86484469557345	-85.267222				12.0			
1703500632.0	1703500572.0	1703500620	REGION >>	Montgomery, Alabama, United States					32.18791739944236	-86.279167				12.0			
1703500692.0	1703500632.0	1703500680	REGION >>	Headland, Alabama, United States					31.18259718216025	-85.33972199999998				12.0			
1703500752.0	1703500692.0	1703500740	REGION >>	Pensacola, Florida, United States					30.25308018379535	-87.217239				12.0			
1703500956.0	1703500776.0	1703500920	REGION >>	Cancún, Mexico					21.032956702606494	-86.84822778				36.0			
1703501100.0	1703500950.0	1703501070	REGION >>	Belize City, Belize					17.385578050225767	-88.18158				30.0			
1703501214.0	1703501094.0	1703501190	REGION >>	Tegucigalpa, Honduras					14.004441486987687	-87.211967				24.0			
1703501262.0	1703501202.0	1703501250	REGION >>	San Miguel, El Salvador					13.385557978146188	-88.173393				12.0			
1703501358.0	1703501268.0	1703501340	REGION >>	Managua, Nicaragua					12.0500272984441	-86.253891				18.0			
1703501520.0	1703501370.0	1703501490	REGION >>	Limón, Costa Rica					9.922917084944654	-83.037628				30.0			
1703501634.0	1703501514.0	1703501610	REGION >>	Panama City, Panama					8.905870746279017	-79.536621				24.0			
1703501934.0	1703501664.0	1703501880	REGION >>	Galápagos National Park, Ecuador					-0.6033865756371075	-91.05823333				54.0			
1703502240.0	1703501940.0	1703502180	REGION >>	Guatemala, Guatemala					14.524315946725299	-90.52491				60.0			
1703502540.0	1703502240.0	1703502480	REGION >>	Ciudad Frontera, Mexico					26.77093970679218	-101.449				60.0			
1703502696.0	1703502516.0	1703502660	REGION >>	New Orleans, Louisiana, United States					29.78749136192614	-90.077749				36.0			
1703502732.0	1703502672.0	1703502720	REGION >>	Lake Charles, Louisiana, United States					30.047638295148015	-93.20861100000002				12.0			
1703502864.0	1703502744.0	1703502840	REGION >>	Tupelo, Mississippi, United States					34.08088562641152	-88.72583300000001				24.0			
1703502984.0	1703502864.0	1703502960	REGION >>	Shreveport, Louisiana, United States					32.34042633541796	-93.747274				24.0			
1703503104.0	1703502984.0	1703503080	REGION >>	Eureka Springs, Arkansas, United States					36.21942444668008	-93.738333				24.0			
1703503260.0	1703503110.0	1703503230	REGION >>	St. Louis, Missouri, United States					38.44019951974292	-90.19951400000001				30.0			
1703503374.0	1703503254.0	1703503350	REGION >>	Overland Park, Kansas, United States					38.794169171845795	-94.670833				24.0			
1703503530.0	1703503380.0	1703503500	REGION >>	Peoria, Illinois, United States					40.50198733631984	-89.58776400000002				30.0			
1703503644.0	1703503524.0	1703503620	REGION >>	Des Moines, Iowa, United States					41.39881088573881	-93.615659				24.0			
1703503836.0	1703503656.0	1703503800	REGION >>	Munster, Indiana, United States					41.37352004040179	-87.512541				36.0			
1703503944.0	1703503824.0	1703503920	REGION >>	Cedar Rapids, Iowa, United States					41.81699841620462	-91.64389999999999				24.0			
1703503992.0	1703503932.0	1703503980	REGION >>	New Glarus, Wisconsin, United States					42.622639960738105	-89.63512199999998				12.0			
1703504088.0	1703503998.0	1703504070	REGION >>	Port Washington, Wisconsin, United States					43.20125358612034	-87.88111100000002				18.0			
1703504142.0	1703504082.0	1703504130	REGION >>	Waukesha, Wisconsin, United States					42.81975846870139	-88.23166700000002				12.0			
1703504202.0	1703504142.0	1703504190	REGION >>	Chicago, Illinois, United States					41.69293785064763	-87.63240900000001				12.0			
1703504334.0	1703504214.0	1703504310	REGION >>	Amherst, Wisconsin, United States					44.258440996598885	-89.284836				24.0			
1703504454.0	1703504334.0	1703504430	REGION >>	Brooklyn Center, Minnesota, United States					44.88365886467327	-93.332728				24.0			
1703504466.0	1703504436.0	1703504460	REGION >>	St. Cloud, Minnesota, United States					45.37346991213589	-94.16669722				6.0			
1703504604.0	1703504484.0	1703504580	REGION >>	Winnipeg, Manitoba, Canada					49.71003470691927	-97.13749444000001				24.0			
1703504796.0	1703504616.0	1703504760	REGION >>	Sand Lakes Provincial Park, Manitoba, Canada					57.63019650395034	-98.70745556				36.0			
1703504922.0	1703504787.0	1703504895	REGION >>	Prince Albert, Saskatchewan, Canada					53.01469140963568	-105.745819				27.0			
1703505003.0	1703504913.0	1703504985	REGION >>	Moose Jaw, Saskatchewan, Canada					50.204206526255255	-105.551944				18.0			
1703505165.0	1703505015.0	1703505135	REGION >>	Minot, North Dakota, United States					48.04485992329809	-101.29607400000002				30.0			
1703505279.0	1703505159.0	1703505255	REGION >>	Rapid City, South Dakota, United States					43.88889097893341	-103.230889				24.0			
1703505399.0	1703505279.0	1703505375	REGION >>	Watertown, South Dakota, United States					44.70700450262672	-97.115073				24.0			
1703505555.0	1703505405.0	1703505525	REGION >>	Rockwell City, Iowa, United States					42.20676837678183	-94.63005900000002				30.0			
1703505741.0	1703505561.0	1703505705	REGION >>	Pine Bluffs, Wyoming, United States					40.98886050582333	-104.068611				36.0			
1703505777.0	1703505717.0	1703505765	REGION >>	Holyoke, Colorado, United States					40.391936043871986	-102.30111099999999				12.0			
1703505873.0	1703505783.0	1703505855	REGION >>	La Vista, Nebraska, United States					40.993819356044625	-96.039444				18.0			
1703505963.0	1703505873.0	1703505945	REGION >>	Goodland, Kansas, United States					39.1622955533587	-101.71027799999999				18.0			
1703506017.0	1703505957.0	1703506005	REGION >>	Wichita, Kansas, United States					37.7887873101154	-100.86416700000001				12.0			
1703506113.0	1703506023.0	1703506095	REGION >>	Tulsa, Oklahoma, United States					35.94830625115943	-95.937222				18.0			
1703506239.0	1703506119.0	1703506215	REGION >>	Amarillo, Texas, United States					35.02619356896898	-101.83389299999999				24.0			
1703506323.0	1703506233.0	1703506305	REGION >>	Post, Texas, United States					33.01561802934722	-101.380556				18.0			
1703506413.0	1703506323.0	1703506395	REGION >>	Dallas, Texas, United States					32.60322502395507	-96.795404				18.0			
1703506503.0	1703506413.0	1703506485	REGION >>	Houston, Texas, United States					29.594898308445206	-95.369784				18.0			
1703506629.0	1703506509.0	1703506605	REGION >>	San Marcos, Texas, United States					29.713491415928733	-97.938889				24.0			
1703506659.0	1703506614.0	1703506650	REGION >>	Kingsville, Texas, United States					27.357620887048313	-97.86555600000001				9.0			
1703506794.0	1703506674.0	1703506770	REGION >>	Monterrey, Mexico					25.52104096504697	-100.309959				24.0			
